ID,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,ZIP Code,Telephone Number
rec-1204-org,Michael,Campbell,Never Married,White,10/13/1954,190-79-2839,12993.1,6410 2499 9339 0372,90005,602-254-2957
rec-1205-org,Emiily,Polak,Married,Black,11/17/1963,178-68-0928,73059.2,7573 4765 7453 0407,90011,678-739-5848
rec-1206-org,Melinda,Green,Married,Hispanic,08/14/1958,181-54-5461,21672.0,3299 7528 1143 2336,90017,650-188-5192
rec-1207-org,Lachlan,Kowtun,Widowed,White,02/06/1966,190-17-0717,67642.5,0830 6395 9710 9178,90003,380-181-7837
rec-1208-dup-0,Jakob,Gaskin,Married,White,03/10/1983,690-90-6017,,9863 0461 006 0994,90020,
rec-1208-org,Jacob,Gaskin,Married,White,03/10/1983,690-90-6017,69680.2,9863 0461 2006 0994,90020,732-709-7442
rec-1209-org,Braedon,Lowe,Never Married,White,08/09/1975,169-20-3492,39349.6,6720 8312 7253 9725,90010,725-319-6873
rec-121-org,Nicholas,Carbone,Never Married,Black,02/09/1973,452-69-9184,46692.3,1118 3815 2469 0185,90012,570-806-9619
rec-1210-dup-0,Julia,Wilkins,Married,,08/08/1968,,,8855 6348 695 6705,90008,224-912-3348
rec-1210-org,Julia,Wilkins,Married,White,08/08/1968,230-78-9705,34936.4,8855 6348 6954 6705,90008,224-912-3348
rec-1211-org,Olivia,Madge,Never Married,White,10/14/1949,147-87-1914,33819.9,5504 2155 6967 0386,90020,708-157-7920
rec-1212-dup-0,Ela,Reicl,,White,08/25/1974,601-50-3537,84669.7,6157 3986 1833 3326,90001,
rec-1212-org,Ella,Reid,Never Married,White,08/25/1974,601-50-3537,84669.7,6157 3986 1833 3326,90001,478-870-8964
rec-1213-org,Zachary,Plews,Never Married,Hispanic,07/26/1987,165-58-5003,23194.0,4613 9068 2703 4811,90008,316-139-4509
rec-1214-org,Briony,Stronach,Married,Black,04/17/1947,672-99-3565,61754.0,5128 8667 8855 2347,90006,616-507-5576
rec-1215-org,Georgia,Bloomfield,Married,Hispanic,07/27/1966,529-51-8015,33085.8,9655 8744 9663 0619,90010,770-216-8353
rec-1216-dup-0,Mathew,Wep,Married,,01/25/1971,727-58-6931,253699.2,8329 2997 7126 7295,90014,
rec-1216-org,Matthew,Webb,Married,White,01/25/1971,727-58-6931,253699.2,8329 2997 7126 7295,90014,912-108-4018
rec-1217-dup-0,Rubie,Hylant,,Black,01/20/1964,,194635.2,4531 9437 0305 1449,90016,320-967-6141
rec-1217-org,Ruby,Hyland,Widowed,Black,01/20/1964,525-85-2035,194635.2,4531 9437 0305 1449,90016,320-967-6141
rec-1218-dup-0,Jackson,Burnell,Divorced,Hispanic,05/18/1952,,,9195 6803 70396 4479,90013,
rec-1218-org,Jackson,Burnell,Divorced,Hispanic,05/18/1952,655-76-5956,65459.4,9195 6803 7396 4479,90013,870-114-6228
rec-1219-org,Aidan,Blackwell,Divorced,White,08/04/1975,061-99-3146,36521.8,6160 8592 1236 9104,90014,512-795-0688
rec-122-org,Kiera,Juskevisc,Never Married,White,08/06/1990,290-37-1332,77627.7,6913 7095 4012 6656,90011,405-429-0121
rec-1220-org,Robbie,Blackwell,Never Married,White,03/21/1959,099-21-8737,26515.6,3438 8266 7762 2823,90010,907-572-3632
rec-1221-org,Luca,Campbell,Never Married,White,01/08/1987,223-94-9671,20923.9,3939 0528 0370 1675,90002,563-874-2660
rec-1222-org,Jessica,Clarke,Married,Asian,09/20/1961,269-62-3751,62369.4,7835 2872 7975 9415,90006,808-243-5356
rec-1223-org,Jade,White,Never Married,Others,06/24/1993,538-10-0295,31138.5,9621 0431 2323 3546,90001,973-273-7379
rec-1224-org,Matthew,Nguyen,Married,White,07/28/1978,180-19-9119,25210.3,4996 3227 4048 2213,90013,424-482-1364
rec-1225-org,Daniel,Noble,Never Married,White,05/08/1982,340-68-7080,20691.2,6507 0287 2362 2254,90020,252-009-2296
rec-1226-org,Emiily,Ryan,Married,White,02/13/1951,682-15-8394,61938.7,4657 3230 7594 4530,90007,423-690-5250
rec-1227-org,William,Marshman,Married,White,12/04/1988,191-90-4652,45264.3,3016 9501 9771 1966,90009,916-144-3689
rec-1228-dup-0,Isabel|a,Boyes,Never Married,,05/05/1992,295-83-1036,,606 4496 9423 1771,90014,210-654-5035
rec-1228-org,Isabella,Boyes,Never Married,Black,05/05/1992,295-83-1036,154471.4,6406 4496 9423 1771,90014,210-654-5035
rec-1229-org,Michael,Spicer,Divorced,Black,12/04/1959,081-62-6861,27236.1,9326 3694 9259 3803,90015,319-464-2092
rec-123-dup-0,Lara,Nikolai,Married,,05/04/1975,,96258.9,3325 9171 2569 286,90019,315-612-6705
rec-123-org,Lara,Nickolai,Married,White,05/04/1975,056-51-2272,96258.9,3325 9171 2569 5286,90019,315-612-6705
rec-1230-dup-0,Matieda,Campton,Married,,06/16/1993,,,5262 4978 1434 1422,90007,714-160-6969
rec-1230-org,Matilda,Campton,Married,Black,06/16/1993,503-38-3857,98477.3,5262 4978 1434 1422,90007,714-160-6969
rec-1231-org,Joel,Tao,Never Married,White,04/02/1958,245-25-4225,93130.2,5135 3321 3440 4090,90019,609-225-4525
rec-1232-org,Sebastian,Eyles,Married,Asian,10/06/1987,139-74-1971,99594.9,6740 6270 3688 6820,90013,414-454-6333
rec-1233-dup-0,Sara,Bruhn,,,04/21/1957,458-49-1887,,7896 7614 8549 9118,90017,
rec-1233-org,Sara,Bruhn,Married,White,04/21/1957,458-49-1887,92811.3,7896 7614 8549 9118,90017,567-993-1889
rec-1234-org,Emma,Medaris,Never Married,White,01/07/1951,168-94-5779,70604.9,7925 8534 4649 1142,90019,724-806-9112
rec-1235-org,Giaan,Ryan,Married,White,11/25/1967,518-18-9447,79629.7,6396 1487 1718 5069,90001,678-816-5379
rec-1236-org,Ebony,Afford,Married,Hispanic,06/24/1953,356-70-1696,152859.3,6862 1459 1979 7616,90014,661-382-4833
rec-1237-org,Matthew,Lipscombe,Married,White,10/05/1950,008-27-7771,108863.7,8127 6961 6926 2938,90001,906-609-9173
rec-1238-org,Aneka,Millar,Widowed,White,05/16/1997,130-38-7287,15205.5,9578 2454 4485 2292,90020,517-371-2623
rec-1239-org,Sienna,Arikawe,Never Married,White,11/21/1953,238-96-1787,67887.8,7875 8289 1901 7006,90004,304-261-3101
rec-124-org,Jayden,Chandler,Never Married,Hispanic,05/12/1952,609-96-3020,61057.8,6064 4676 1876 2682,90012,234-641-1879
rec-1240-org,Thomas,Dixon,Married,White,02/16/1948,243-80-5952,96680.8,8543 2827 8258 9694,90015,424-178-3019
rec-1241-org,Lilly,Van kerkwyk,Never Married,White,10/09/1956,251-50-3524,94039.3,5359 1160 8513 3074,90019,864-719-0177
rec-1242-dup-0,Lachlan,Ryan,,,05/08/1992,562-84-4656,,3907 1158 96627 0539,90007,715-140-6043
rec-1242-org,Lachlan,Ryan,Never Married,White,05/08/1992,562-84-4656,36189.9,3907 1158 9667 0539,90007,715-140-6043
rec-1243-org,Thomas,Mason,Never Married,Hispanic,01/21/1951,089-96-9868,67316.8,3635 6558 8431 3607,90018,414-063-4439
rec-1244-org,Oscar,Marampon,Married,White,07/23/1997,029-13-1664,30628.2,1479 7046 3573 4937,90015,364-638-1103
rec-1245-org,Jake,Weaver,Married,Hispanic,04/01/1966,320-40-6199,187568.4,2242 8632 9985 5161,90004,816-186-1604
rec-1246-dup-0,Jacolo,Grimwade,Never Married,,03/23/1949,,40069.9,9043 9046 5835 11264,90009,303-711-1381
rec-1246-org,Jacob,Grimwade,Never Married,White,03/23/1949,257-68-0858,40069.9,9043 9046 5835 1164,90009,303-711-1381
rec-1247-org,Ella,Piechocki,Divorced,White,04/15/1967,612-41-3498,71181.1,8111 0126 2767 8366,90016,224-707-4131
rec-1248-dup-0,Jackzon,Clarke,Married,,07/21/1974,706-80-6980,,5074 2363 2555 4381,90013,
rec-1248-org,Jackson,Clarke,Married,White,07/21/1974,706-80-6980,40178.5,5074 2363 2555 4381,90013,916-582-4317
rec-1249-org,Madison,Wang,Married,Hispanic,09/22/1994,672-84-1307,98812.1,1938 8564 5948 4146,90009,442-779-8161
rec-125-org,Jack,Cochrane,Never Married,White,07/12/1977,261-94-5876,51921.3,0210 5961 4426 3437,90003,276-065-7512
rec-1250-dup-0,Stepanie,Bor5ut,Never Married,,03/20/1994,410-08-8616,,3648 2248 7278 3178,90019,708-655-2968
rec-1250-org,Stephanie,Borsut,Never Married,White,03/20/1994,410-08-8616,79217.3,3648 2248 7278 3178,90019,708-655-2968
rec-1251-org,William,Bruse,Never Married,Asian,01/24/1972,470-11-1738,63404.4,7931 9152 2493 4868,90015,272-477-0636
rec-1252-dup-0,Natazsia,Leane,Married,Hispanic,12/13/1990,375-93-2594,,3838 3202 134 9220,90006,
rec-1252-org,Natassia,Leane,Married,Hispanic,12/13/1990,375-93-2594,81817.4,3838 3202 1343 9220,90006,985-093-5891
rec-1253-dup-0,Lauren,Stders,Never Married,,10/08/1977,,25915.1,82281576 7662 1236,90016,219-426-5388
rec-1253-org,Lauren,Steers,Never Married,White,10/08/1977,087-20-2830,25915.1,8228 1576 7662 1236,90016,219-426-5388
rec-1254-org,Oscar,Damhuis,Divorced,White,03/14/1950,388-91-0818,22936.1,4876 8170 3007 5358,90018,951-708-4818
rec-1255-dup-0,Madalyn,Ryan,Never Married,,06/27/1983,,62173.4,3547 063 8 4143 7730,90005,
rec-1255-org,Madalyn,Ryan,Never Married,Hispanic,06/27/1983,457-40-2383,62173.4,3547 0638 4143 7730,90005,630-227-1467
rec-1256-org,Tansy,Miles,Married,Hispanic,11/05/1988,713-59-7043,63810.8,5885 0792 4671 5696,90010,314-519-7741
rec-1257-org,Chloe,Reid,Never Married,White,02/03/1950,222-53-0449,11824.6,5577 0770 9377 0989,90005,678-502-2349
rec-1258-dup-0,Michael,Hoank,Married,White,02/22/1989,594-64-7721,,5674 82153 3113 6665,90005,
rec-1258-org,Michael,Hoang,Married,White,02/22/1989,594-64-7721,73163.4,5674 8215 3113 6665,90005,510-003-0004
rec-1259-dup-0,Keelin,Switalzki,,White,11/26/1987,,40105.0,05428 5758 7609 6676,90005,309-404-8424
rec-1259-org,Keelin,Switalski,Never Married,White,11/26/1987,598-22-1166,40105.0,0542 5758 7609 6676,90005,309-404-8424
rec-126-org,Nathan,Gibb,Never Married,White,10/14/1959,545-21-5444,45469.6,5163 6831 9879 2573,90010,435-297-4931
rec-1260-dup-0,Jacolo,Vrlic,Married,,07/19/1973,,78926.7,1017 7537 3747 9105,90015,
rec-1260-org,Jacob,Vrlic,Married,Hispanic,07/19/1973,545-96-9228,78926.7,1017 7537 3747 9105,90015,218-239-3588
rec-1261-org,Alexander,Trzcinski,Married,Asian,08/11/1952,446-90-6906,87984.6,2677 2459 5800 3745,90001,310-470-4967
rec-1262-org,Evan,Lowe,Married,White,12/27/1986,551-54-5865,82356.2,3030 7947 9066 9432,90019,319-604-0334
rec-1263-org,Brody,Clarke,Married,White,11/13/1958,171-97-9753,113240.5,6250 7714 9566 2645,90002,704-689-3616
rec-1264-dup-0,Sam,Pringld,Never Married,,10/02/1947,365-80-6445,23002.0,6004 199 7261 9392,90006,
rec-1264-org,Sam,Pringle,Never Married,White,10/02/1947,365-80-6445,23002.0,6004 1799 7261 9392,90006,530-471-0549
rec-1265-org,Taylah,Rundle,Widowed,Hispanic,04/24/1984,690-79-4869,188497.6,9514 8550 1570 3731,90016,901-333-5873
rec-1266-dup-0,Benjamin,Boyl,,,12/15/1971,457-28-2806,56576.5,7810 9436 81021 0628,90019,252-940-4317
rec-1266-org,Benjamin,Boyle,Married,White,12/15/1971,457-28-2806,56576.5,7810 9436 1021 0628,90019,252-940-4317
rec-1267-dup-0,Lachlan,Gude,Married,,03/18/1981,284-70-8219,,0334 7820 5924 77 27,90002,915-573-7668
rec-1267-org,Lachlan,Goode,Married,White,03/18/1981,284-70-8219,230396.6,0334 7820 5924 7727,90002,915-573-7668
rec-1268-dup-0,Phoenix,Webb,Never Married,,06/06/1983,709-91-7743,,6119 9750 944 1822,90019,
rec-1268-org,Phoenix,Webb,Never Married,White,06/06/1983,709-91-7743,112111.2,6119 9750 9447 1822,90019,310-626-9069
rec-1269-dup-0,Ty,Viezzi,Married,Black,03/07/1966,,,0534 7862 67553 1487,90010,
rec-1269-org,Ty,Viezzi,Married,Black,03/07/1966,078-27-0541,94455.2,0534 7862 6755 1487,90010,713-828-4558
rec-127-dup-0,Haahrison,Idris,,White,04/26/1976,,46456.8,75433 8610 9986 3981,90016,337-819-5106
rec-127-org,Harrison,Idris,Divorced,White,04/26/1976,603-25-3866,46456.8,7543 8610 9986 3981,90016,337-819-5106
rec-1270-org,Charlee,Millar,Never Married,Black,06/21/1947,694-18-6048,127645.9,8441 1678 3260 8291,90008,607-950-7234
rec-1271-org,Ebony,Cannons,Married,White,10/03/1982,535-01-9292,78705.0,6766 2345 9469 5179,90016,706-331-9413
rec-1272-org,Elki,Burkevics,Never Married,White,05/18/1970,223-02-2857,142763.2,0797 0327 3024 9675,90015,765-482-2706
rec-1273-dup-0,Nicholas,Mason,Married,,09/04/1960,027-06-3738,,0508 7432 202 0334,90010,
rec-1273-org,Nicholas,Mason,Married,White,09/04/1960,027-06-3738,93685.0,0508 7432 2022 0334,90010,574-185-9254
rec-1274-org,Molly,Tuit,Divorced,White,09/06/1983,696-92-3591,17551.8,4202 0249 9760 9621,90009,785-306-5221
rec-1275-org,Xavier,Wilkins,Never Married,White,04/09/1984,207-08-3885,104838.7,5977 7348 5655 2820,90014,682-092-6174
rec-1276-dup-0,Jakkson,Fabel,Married,,12/02/1974,065-52-9647,66419.7,6848 5343 61717 4491,90014,
rec-1276-org,Jackson,Fabel,Married,Asian,12/02/1974,065-52-9647,66419.7,6848 5343 1717 4491,90014,229-627-8023
rec-1277-org,Lucas,Fabbro,Married,White,02/04/1969,262-34-9642,34428.5,7202 1942 8686 4264,90019,229-356-3626
rec-1278-org,Carlin,Berryman,Never Married,Hispanic,02/10/1992,395-08-2890,26946.8,5618 1810 8071 5442,90017,405-418-1431
rec-1279-org,Liam,Archdall,Divorced,White,03/09/1960,252-68-9961,77491.3,1735 1735 6457 9028,90009,848-553-6548
rec-128-org,Savannah,Lodge,Married,White,10/19/1948,476-90-9902,200267.5,7950 2084 1521 2115,90018,402-285-0847
rec-1280-org,Amy,Vincent,Married,White,02/02/1961,368-93-4291,73196.5,2977 7215 8089 6148,90014,909-986-7399
rec-1281-org,Tiana,Haeusler,Never Married,White,08/28/1956,674-54-8778,48937.1,4823 6279 8356 3732,90002,912-621-5312
rec-1282-dup-0,Couahtney,Kemp,,,06/20/1950,719-46-0003,89434.8,0898 9132 9288 0095,90018,432-120-7752
rec-1282-org,Courtney,Kempe,Never Married,Hispanic,06/20/1950,719-46-0003,89434.8,0898 9132 9288 0095,90018,432-120-7752
rec-1283-org,Chloe,Weaver,Married,White,11/05/1964,385-28-0613,21577.4,1660 8904 4968 5099,90003,337-133-9443
rec-1284-dup-0,Beth,Wep,Married,,07/17/1977,153-78-1967,,2066 3617 874 0738,90010,848-402-3984
rec-1284-org,Beth,Webb,Married,White,07/17/1977,153-78-1967,85790.8,2066 3617 2874 0738,90010,848-402-3984
rec-1285-org,Luke,Grillett,Never Married,White,08/20/1954,458-81-7732,44989.2,4011 3381 2282 7317,90001,331-707-5627
rec-1286-dup-0,Georg,Wight,Widowed,,05/15/1954,,32564.9,2511 7691 4115 3030,90006,651-164-9638
rec-1286-org,George,White,Widowed,White,05/15/1954,239-27-5431,32564.9,2511 7691 4115 3030,90006,651-164-9638
rec-1287-dup-0,Sean,Hag,,Hispanic,02/05/1960,644-60-2805,22596.1,1923 8271 830 2696,90009,
rec-1287-org,Sean,Hage,Never Married,Hispanic,02/05/1960,644-60-2805,22596.1,1923 8271 8300 2696,90009,304-041-8308
rec-1288-org,Rhys,Reid,Married,White,02/04/1973,390-48-0540,71496.6,6085 4510 6276 3889,90012,410-832-4002
rec-1289-org,Brianna,Campbell,Never Married,White,05/21/1947,185-67-8824,32667.0,0171 1760 4681 9068,90005,480-438-6236
rec-129-dup-0,Evw,Sagrestano,,,01/02/1976,500-71-6531,181152.0,1917 018 7667 7499,90001,561-502-3464
rec-129-org,Eva,Sagrestano,Married,Hispanic,01/02/1976,500-71-6531,181152.0,1917 0188 7667 7499,90001,561-502-3464
rec-1290-dup-0,Mickhayla,Janta,Married,White,07/09/1957,600-26-4466,25381.0,8051 4674 652 2615,90009,
rec-1290-org,Mikhayla,Janda,Married,White,07/09/1957,600-26-4466,25381.0,8051 4674 6521 2615,90009,810-837-2894
rec-1291-org,Tara,Noble,Never Married,Hispanic,03/05/1991,412-86-2836,69025.2,1649 0691 6335 5213,90015,813-462-8901
rec-1292-dup-0,Flyn,Secomn,Widowed,Hispanic,04/26/1958,384-93-1339,,6109 8836 0155 06372,90005,813-670-0807
rec-1292-org,Flynn,Secomb,Widowed,Hispanic,04/26/1958,384-93-1339,252272.7,6109 8836 0155 0632,90005,813-670-0807
rec-1293-org,Marleigh,Green,Never Married,Hispanic,12/29/1979,458-85-7245,63923.8,7319 8702 5953 0560,90014,207-586-7298
rec-1294-org,Joel,Reid,Married,American Indian-Alaska Native,03/06/1988,569-44-5705,65310.6,1112 5218 7130 6816,90020,313-098-8869
rec-1295-dup-0,Lucke,Simmondz,Never Married,,04/16/1954,247-89-2927,64193.0,9599 3850 7606 42056,90017,215-307-2456
rec-1295-org,Luke,Simmonds,Never Married,Black,04/16/1954,247-89-2927,64193.0,9599 3850 7606 4256,90017,215-307-2456
rec-1296-org,Zac,Rankine,Widowed,Black,09/14/1984,605-34-8477,59167.6,4207 4724 7649 2935,90009,661-776-7920
rec-1297-org,Rebecca,Hudd,Married,Black,02/16/1980,418-10-3545,51939.3,9228 9233 0036 0674,90002,270-004-1555
rec-1298-org,Declan,Rundle,Divorced,White,08/02/1950,556-97-6394,87845.0,5974 7952 2931 3107,90020,405-716-4650
rec-1299-dup-0,Gaprielle,Sdanley,,,11/08/1973,550-09-2240,36180.9,9080 8593 6840 6328,90003,814-258-2243
rec-1299-org,Gabrielle,Stanley,Never Married,White,11/08/1973,550-09-2240,36180.9,9080 8593 6840 6328,90003,814-258-2243
rec-130-dup-0,Bensamin,Niddrie,Married,White,12/19/1963,,50676.1,9770 3265 8850 84336,90015,
rec-130-org,Benjamin,Niddrie,Married,White,12/19/1963,247-04-1767,50676.1,9770 3265 8850 4336,90015,507-007-5801
rec-1300-dup-0,Jamest,Kellar,Married,,02/11/1971,,85831.5,2425 382 9171 0235,90010,845-785-9650
rec-1300-org,James,Kellar,Married,Hispanic,02/11/1971,662-29-1780,85831.5,2425 3582 9171 0235,90010,845-785-9650
rec-1301-org,Tara,Momcilovic,Married,White,08/12/1959,093-63-8029,161642.0,8812 6474 2554 5033,90016,863-899-1523
rec-1302-org,Matilda,Wilkins,Married,Hispanic,02/10/1953,440-57-1513,69268.8,3922 7777 2563 2600,90002,479-046-3478
rec-1303-org,Isabella,Richmond,Never Married,Asian,07/26/1971,024-44-6143,204741.6,9011 9921 8712 3842,90015,207-805-0742
rec-1304-org,Adrian,Campbell,Never Married,White,12/04/1986,172-26-7229,38285.5,4210 4770 5008 7290,90020,470-919-0218
rec-1305-org,Montana,De bono,Married,Black,08/30/1966,305-94-0820,31763.2,6887 8348 3179 4256,90019,563-875-3933
rec-1306-org,Sarah,Froud,Married,Hispanic,03/02/1954,483-26-7173,38833.7,3112 2356 0826 3512,90007,661-885-5464
rec-1307-dup-0,Hudston,Wang,Married,,10/15/1954,631-53-7755,,1918 4389 342 1633,90009,469-664-5889
rec-1307-org,Hudson,Wang,Married,Black,10/15/1954,631-53-7755,94229.4,1918 4389 3421 1633,90009,469-664-5889
rec-1308-dup-0,Bianka,Dufelmeier,,,01/05/1951,354-84-3149,61756.3,1857 9978 6552 2495,90012,
rec-1308-org,Bianca,Dufelmeier,Never Married,White,01/05/1951,354-84-3149,61756.3,1857 9978 6552 2495,90012,714-917-1477
rec-1309-dup-0,Joel,Ot6ens,Divorced,,05/29/1995,163-96-8031,,5986 1193 8255  6954,90014,682-304-1453
rec-1309-org,Joel,Ottens,Divorced,Black,05/29/1995,163-96-8031,77263.6,5986 1193 8255 6954,90014,682-304-1453
rec-131-dup-0,Liam,Loge,Never Married,White,06/12/1967,489-89-5466,,0849 94192 9250 8861,90004,
rec-131-org,Liam,Lodge,Never Married,White,06/12/1967,489-89-5466,25699.4,0849 9192 9250 8861,90004,573-517-9637
rec-1310-org,Ryan,Ebert,Married,White,02/24/1983,303-13-9697,53706.9,9281 5795 8670 4512,90006,812-694-2626
rec-1311-org,Benjamin,Green,Married,Hispanic,06/07/1991,577-72-2745,38267.0,5739 6793 6849 2341,90019,252-188-9549
rec-1312-org,Connor,Goode,Never Married,White,06/07/1988,374-03-1882,232817.1,3691 4900 1402 4064,90010,503-556-4495
rec-1313-org,Jessica,Stephenson,Never Married,White,12/10/1965,107-11-9866,154594.1,3016 6052 1166 5123,90003,479-490-9870
rec-1314-dup-0,Amt,Nikolai,Married,,05/20/1958,657-10-2262,33736.9,17801788 7272 2751,90017,773-432-2957
rec-1314-org,Amy,Nickolai,Married,Hispanic,05/20/1958,657-10-2262,33736.9,1780 1788 7272 2751,90017,773-432-2957
rec-1315-dup-0,Alexandra,Slap,Married,,05/11/1970,,238297.7,6282 3550 497 3852,90020,936-633-2126
rec-1315-org,Alexandra,Slape,Married,White,05/11/1970,389-21-0306,238297.7,6282 3550 7497 3852,90020,936-633-2126
rec-1316-org,Joel,Warneke,Never Married,White,11/23/1958,024-31-1650,89087.8,7656 3005 2989 4697,90012,231-142-5147
rec-1317-org,Elijah,Green,Married,White,11/14/1978,221-53-6626,74286.9,9506 1213 5858 7079,90010,703-460-2850
rec-1318-org,Jake,Myles,Never Married,Black,11/07/1965,083-54-2049,30565.3,8344 2208 4008 0701,90004,218-437-1850
rec-1319-dup-0,Daniel,Izkra,Married,,08/16/1978,,119679.6,9747 98153 4736 9684,90017,989-890-3854
rec-1319-org,Daniel,Iskra,Married,Hispanic,08/16/1978,371-29-5956,119679.6,9747 9853 4736 9684,90017,989-890-3854
rec-132-org,Shelbey,Matthews,Married,White,07/03/1990,025-25-0551,110339.1,9008 8632 9593 8176,90011,734-594-0460
rec-1320-org,Tynan,Alderman,Divorced,White,01/08/1960,435-26-1798,137488.1,8104 2402 2750 8048,90013,816-339-0091
rec-1321-dup-0,Harrison,Burforcl,,,01/09/1970,121-26-6951,17543.6,4052 9078 9058 59950,90006,502-972-9654
rec-1321-org,Harrison,Burford,Never Married,White,01/09/1970,121-26-6951,17543.6,4052 9078 9058 5990,90006,502-972-9654
rec-1322-org,Oliver,Sires,Never Married,White,06/01/1965,458-93-4858,35699.6,8013 8130 0308 0705,90009,704-307-4010
rec-1323-org,Elijah,Spratt,Never Married,Hispanic,08/16/1997,047-41-2396,73190.5,4250 6217 1625 9472,90010,930-813-9525
rec-1324-dup-0,Jamez,Krist,,,06/22/1948,,80200.7,0444 4472 5748 1940,90004,503-921-9766
rec-1324-org,James,Krist,Divorced,Hispanic,06/22/1948,103-39-7057,80200.7,0444 4472 5748 1940,90004,503-921-9766
rec-1325-org,Patrick,Dixon,Married,White,04/08/1969,516-52-6148,137037.9,6899 6433 4975 6799,90004,850-604-6504
rec-1326-org,Benjamin,Bradshaw,Married,Hispanic,10/30/1964,013-63-9031,21959.5,7787 7066 9873 5732,90001,606-746-5552
rec-1327-dup-0,Ruby,Cuar,Married,Black,02/29/1970,,,5696 5775 8954 6872,90013,
rec-1327-org,Ruby,Cure,Married,Black,02/29/1970,587-94-5875,47301.9,5696 5775 8954 6872,90013,845-368-5935
rec-1328-dup-0,Freys,Rejd,,,11/01/1956,359-65-9847,354717.0,7755 5263 0033 2146,90017,260-387-5284
rec-1328-org,Freya,Reid,Married,Hispanic,11/01/1956,359-65-9847,354717.0,7755 5263 0033 2146,90017,260-387-5284
rec-1329-dup-0,Jaci,Donaldston,Never Married,,10/22/1961,543-28-3685,,5208 3942 7374 6169,90013,202-661-8261
rec-1329-org,Jack,Donaldson,Never Married,Hispanic,10/22/1961,543-28-3685,226366.1,5208 3942 7374 6169,90013,202-661-8261
rec-133-org,Emiily,Everett,Married,Hispanic,10/04/1988,396-95-3436,108022.8,8243 9953 1444 9387,90001,754-677-2018
rec-1330-org,Thomas,Bevis,Never Married,White,09/30/1959,089-37-5168,56591.7,9554 9701 7528 8455,90016,641-445-9790
rec-1331-dup-0,Kcisten,Vantermolen,Never Married,,07/15/1948,243-86-9262,100801.3,5459 2978 0166 5712,90010,
rec-1331-org,Kristen,Vandermolen,Never Married,White,07/15/1948,243-86-9262,100801.3,5459 2978 0166 5712,90010,804-010-6334
rec-1332-org,Cameron,Noble,Married,White,09/12/1981,155-90-9726,53034.5,5018 6617 9693 7206,90009,270-900-3595
rec-1333-dup-0,Kirra,Rodman,Never Married,,07/28/1997,332-53-5294,,1458 2655 5689 3571,90019,
rec-1333-org,Kirra,Rotman,Never Married,American Indian-Alaska Native,07/28/1997,332-53-5294,27462.0,1458 2655 5689 3571,90019,269-994-0934
rec-1334-dup-0,Callum,Jessup,Married,,08/10/1980,,,4096 9663 09155459,90014,803-677-7572
rec-1334-org,Callum,Jessup,Married,Hispanic,08/10/1980,345-57-9567,79436.4,4096 9663 0915 5459,90014,803-677-7572
rec-1335-org,Katelyn,Clissold,Married,Hispanic,11/22/1962,291-74-0216,87205.9,7606 2567 9193 5814,90016,308-684-8789
rec-1336-dup-0,Willliam,Wisemsn,Married,White,04/21/1968,548-38-4524,80325.7,5897 7684 48585 3422,90004,
rec-1336-org,William,Wiseman,Married,White,04/21/1968,548-38-4524,80325.7,5897 7684 4585 3422,90004,415-559-0576
rec-1337-org,Caitlin,Miles,Married,White,06/24/1964,261-47-1177,68148.9,1580 2255 1405 2601,90011,408-292-8596
rec-1338-org,Bridget,Wrobiewski,Married,White,08/09/1969,486-81-7686,180342.8,7288 2144 0284 3231,90004,706-448-6257
rec-1339-dup-0,Maria,Skudds,,White,12/30/1952,,89139.5,2499 3128 2643 0339,90003,
rec-1339-org,Maria,Scudds,Divorced,White,12/30/1952,644-18-6845,89139.5,2499 3128 2643 0339,90003,956-951-8906
rec-134-org,Jasmine,Compagne,Married,American Indian-Alaska Native,11/11/1950,160-58-7098,80302.1,3137 8633 6727 9503,90013,952-550-8818
rec-1340-dup-0,Samuel,Milej,Never Married,Black,08/23/1967,,,9716 6922 1172 2428,90010,
rec-1340-org,Samuel,Miles,Never Married,Black,08/23/1967,029-18-2859,48421.7,9716 6922 1172 2428,90010,220-018-9577
rec-1341-org,Jacqueline,White,Married,White,08/27/1954,007-51-0330,71662.0,8660 5641 7873 4392,90001,331-834-4323
rec-1342-dup-0,Kelvey,Joergensen,Never Married,White,03/25/1956,,,5201 5322 4541 10011,90017,262-413-1456
rec-1342-org,Kelsey,Joergensen,Never Married,White,03/25/1956,033-99-1151,169693.6,5201 5322 4541 0011,90017,262-413-1456
rec-1343-org,James,Warneke,Never Married,White,05/19/1996,440-54-9950,93400.5,6702 3946 7477 9674,90009,847-421-1657
rec-1344-org,Emma,Maynard,Never Married,White,04/10/1960,514-20-0989,173392.8,6796 7798 5276 9599,90009,812-084-0388
rec-1345-dup-0,Brldee,Janda,,,02/05/1981,129-98-0162,,7316 8143 9233 3665,90012,305-443-2021
rec-1345-org,Brodee,Janda,Never Married,Black,02/05/1981,129-98-0162,45002.8,7316 8143 9233 3665,90012,305-443-2021
rec-1346-org,Oliver,Shelley,Married,Asian,05/02/1958,483-65-9920,60887.4,9467 7021 7937 0868,90014,574-244-4060
rec-1347-org,Callum,Tram,Married,White,06/09/1971,161-39-3419,30046.8,5893 6203 2730 5673,90015,315-617-1350
