ID,First Name,Last Name,Marital Status,Race,DOB,SSN,Income,Credit Card Number,ZIP Code,Telephone Number
rec-1664-org,Hannah,Reid,Married,White,10/09/1993,580-58-0010,73190.4,6282 7593 5641 4880,20016,701-989-0388
rec-1665-org,Oakleigh,Webb,Married,Asian,09/10/1959,178-20-2399,77655.7,4747 5526 0886 2123,20009,417-336-7824
rec-1666-org,Haylee,Every,Married,Hispanic,03/06/1990,385-10-7770,59085.3,4758 1818 4677 4292,20015,850-196-8731
rec-1667-org,Cooper,Baynes,Married,White,10/04/1959,537-53-4968,63361.9,9975 1282 1642 5564,20002,913-952-1893
rec-1668-org,Alana,Bloomfield,Never Married,Black,10/30/1953,576-93-6440,49268.4,0187 2944 4948 9265,20013,442-018-3711
rec-1669-org,Ruby,Shepherd,Married,White,08/25/1969,223-94-1357,90161.0,6872 0465 2759 3073,20010,925-850-9305
rec-167-org,Gracie,Green,Never Married,Hispanic,01/21/1959,376-10-5470,102318.8,9539 7407 1756 7718,20009,314-909-8171
rec-1670-org,Mia,Godfrey,Widowed,White,10/01/1985,476-51-4966,52226.1,7739 9243 2993 6741,20005,606-320-4150
rec-1671-org,Nicolas,Lansdell,Never Married,Hispanic,11/11/1990,038-84-3834,149238.3,6682 2678 2530 6978,20002,719-753-8411
rec-1672-org,Daniel,Jolly,Married,Black,03/29/1963,293-37-7423,11252.6,1466 0974 3513 6656,20006,207-158-8580
rec-1673-org,Jay,Steed,Married,White,10/21/1993,407-27-6254,22334.6,3480 7574 8088 8681,20022,815-341-5792
rec-1674-org,Katie,Nguyen,Married,Black,12/08/1981,009-96-1932,29654.9,0209 9331 2212 7220,20004,901-691-8014
rec-1675-dup-0,Dylan,Joraslafsky,,,06/30/1978,246-30-3767,,0873 1605 88862 4886,20003,612-306-7661
rec-1675-org,Dylan,Joraslafsky,Never Married,White,06/30/1978,246-30-3767,21636.6,0873 1605 8882 4886,20003,612-306-7661
rec-1676-dup-0,Jak,Rikhmond,Never Married,,04/01/1996,403-83-0950,48898.4,2841 7445 7112 1821,20008,
rec-1676-org,Jake,Richmond,Never Married,Asian,04/01/1996,403-83-0950,48898.4,2841 7445 7112 1821,20008,615-366-1062
rec-1677-org,Emma,Stene,Never Married,Hispanic,05/23/1995,372-31-4962,94241.9,9383 2578 6776 9023,20019,410-484-4051
rec-1678-dup-0,Warrivk,Drent,Married,Others,03/01/1993,,,7947 8062 2571 5245,20005,425-071-1375
rec-1678-org,Warrick,Drenth,Married,Others,03/01/1993,626-45-9419,162519.4,7947 8062 2571 5245,20005,425-071-1375
rec-1679-org,Liam,Miels,Married,White,02/19/1971,294-86-4413,15570.8,6365 9206 0436 7020,20020,669-657-3027
rec-168-dup-0,Jacck,Povey,Never Married,White,01/02/1966,409-23-6348,,6366 1368 49847 2850,20004,
rec-168-org,Jack,Povey,Never Married,White,01/02/1966,409-23-6348,58027.6,6366 1368 4847 2850,20004,201-550-1190
rec-1680-org,Jessica,Lodge,Married,White,12/21/1960,397-84-1271,69127.8,8698 9449 9427 1783,20010,609-469-8389
rec-1681-dup-0,Abbey,Thredkold,,,01/21/1959,561-83-8296,60818.9,7255 8053 634 7949,20017,818-864-3589
rec-1681-org,Abbey,Thredgold,Married,White,01/21/1959,561-83-8296,60818.9,7255 8053 6334 7949,20017,818-864-3589
rec-1682-dup-0,Kane,Manfild,Never Married,,05/28/1996,309-60-0965,76518.7,3319 268 1986 3523,20015,
rec-1682-org,Kane,Manfield,Never Married,White,05/28/1996,309-60-0965,76518.7,3319 2648 1986 3523,20015,513-553-3342
rec-1683-org,Leo,Trowse,Married,White,11/26/1987,187-10-2905,16009.8,5810 2723 3458 8446,20006,206-273-4488
rec-1684-dup-0,Joahdan,Vanlaadum,Never Married,Asian,08/08/1975,120-27-3048,74943.6,3544 31828 6159 2500,20017,
rec-1684-org,Jordan,Vanlaatum,Never Married,Asian,08/08/1975,120-27-3048,74943.6,3544 1828 6159 2500,20017,854-741-4133
rec-1685-org,Emiily,Belling,Widowed,Hispanic,04/21/1978,726-26-5198,76478.5,7954 8196 1359 3918,20011,636-840-0369
rec-1686-dup-0,Caidlin,Yost,Divorced,,02/17/1973,,219483.8,0518 86234 5575 1784,20004,832-170-8630
rec-1686-org,Caitlin,Yost,Divorced,White,02/17/1973,112-79-8886,219483.8,0518 8623 5575 1784,20004,832-170-8630
rec-1687-org,Elizabeth,Thiessen,Never Married,White,08/15/1983,405-28-9764,66539.6,3185 1680 1673 0874,20016,757-638-2674
rec-1688-org,Ethan,Withrington,Never Married,Black,03/17/1969,047-06-1426,50432.7,2033 8996 1505 3877,20011,423-660-1298
rec-1689-dup-0,Shai,Macaahlino,Married,White,12/30/1959,081-66-0481,,4341 18758 9619 0354,20009,662-457-7411
rec-1689-org,Shae,Macarlino,Married,White,12/30/1959,081-66-0481,98858.4,4341 1878 9619 0354,20009,662-457-7411
rec-169-org,Brooklyn,Blacklow,Divorced,White,09/06/1968,535-72-2926,138687.2,4777 1011 0230 8939,20013,417-259-5692
rec-1690-dup-0,Kai,Thaite,,White,05/09/1972,,21028.5,66392 4194 8175 9056,20017,419-141-3361
rec-1690-org,Kai,Thwaite,Married,White,05/09/1972,431-18-7195,21028.5,6392 4194 8175 9056,20017,419-141-3361
rec-1691-dup-0,Timoty,Beatti,Married,Hispanic,03/24/1969,050-46-8137,263641.1,4728 0990 739 3072,20017,
rec-1691-org,Timothy,Beattie,Married,Hispanic,03/24/1969,050-46-8137,263641.1,4728 0990 7319 3072,20017,984-058-6110
rec-1692-dup-0,Ridley,Mewett,Married,,09/22/1994,,,8269 1131 3203 59317,20016,870-782-9057
rec-1692-org,Ridley,Mewett,Married,Asian,09/22/1994,493-50-6264,59191.4,8269 1131 3203 9317,20016,870-782-9057
rec-1693-org,Jackson,Mainprize,Never Married,White,09/10/1950,718-82-7052,182433.7,0719 5295 2087 4514,20003,786-637-7929
rec-1694-org,Bridget,Wardle,Married,Hispanic,06/02/1959,233-08-9077,81729.7,7536 6232 8808 7389,20015,657-232-7860
rec-1695-org,Charlotte,Green,Married,Black,08/06/1950,704-32-9893,78170.7,2620 6884 9163 6207,20006,817-807-0786
rec-1696-org,Flynn,Collinson,Divorced,White,04/05/1968,491-85-8198,47587.0,0305 8071 7178 4000,20001,906-692-6582
rec-1697-org,Hugh,Webb,Married,White,08/12/1979,350-55-8097,47570.4,4336 4821 8614 4980,20013,539-589-2898
rec-1698-org,Daniel,Rees,Never Married,White,12/03/1963,487-69-8781,87319.2,4346 0967 7267 5222,20020,629-162-2377
rec-1699-dup-0,Chrisdian,Cowell,,Hispanic,07/10/1965,,59063.0,1255 5537 76180 3596,20006,440-026-3605
rec-1699-org,Christian,Cowell,Divorced,Hispanic,07/10/1965,359-94-3729,59063.0,1255 5537 7618 3596,20006,440-026-3605
rec-170-org,Timothy,Donaldson,Married,White,08/23/1957,142-16-9139,45367.8,5481 1865 5139 0959,20001,260-878-4261
rec-1700-org,Hayley,Butt,Married,Asian,04/15/1976,449-28-1609,105746.4,1157 7563 8985 7576,20010,772-570-6976
rec-1701-dup-0,Evan,Hearn,,,08/09/1967,035-43-4670,90746.8,73430 3904 5410 3649,20017,
rec-1701-org,Evan,Hearn,Never Married,Hispanic,08/09/1967,035-43-4670,90746.8,7343 3904 5410 3649,20017,859-744-4146
rec-1702-org,Campbell,Wheatley,Widowed,Black,05/29/1997,627-91-8313,104249.2,2806 6813 2446 4963,20013,312-032-5275
rec-1703-dup-0,Nicholast,Radik,Never Married,,02/12/1971,173-24-4720,99154.4,8429 28294 4949 9258,20004,305-908-9483
rec-1703-org,Nicholas,Radic,Never Married,Black,02/12/1971,173-24-4720,99154.4,8429 2294 4949 9258,20004,305-908-9483
rec-1704-org,Michaela,Moody,Divorced,White,03/21/1971,593-04-1357,69344.1,1460 4621 0274 1430,20007,937-434-0760
rec-1705-dup-0,Frey,Whide,Divorced,Black,08/10/1992,,52679.9,1474 697 9728 9464,20018,502-611-4098
rec-1705-org,Freya,White,Divorced,Black,08/10/1992,056-55-3609,52679.9,1474 6976 9728 9464,20018,502-611-4098
rec-1706-org,Sarah,Salt,Widowed,White,04/15/1990,679-90-8009,78431.0,6139 2109 4242 5618,20005,609-821-6943
rec-1707-dup-0,Emiily,Geo5ge,Married,,10/04/1993,,33880.8,3205 352 3778 1416,20004,203-701-4242
rec-1707-org,Emiily,George,Married,Hispanic,10/04/1993,222-91-6997,33880.8,3205 3526 3778 1416,20004,203-701-4242
rec-1708-dup-0,Mhaey,Jukic,Never Married,White,01/17/1958,,,5560 0748 38926 6611,20016,423-682-7157
rec-1708-org,Mhary,Jukic,Never Married,White,01/17/1958,161-29-9270,91538.5,5560 0748 3892 6611,20016,423-682-7157
rec-1709-org,Benjamin,Haughney,Married,White,12/15/1966,360-95-0647,242079.1,3535 0483 1423 0268,20007,848-127-1642
rec-171-org,Hamish,Dent,Married,White,01/13/1953,543-38-3173,35385.2,9110 2105 2928 8313,20017,907-968-2547
rec-1710-dup-0,Rupy,Matthews,Never Married,,05/22/1964,522-24-4837,89079.2,4385 76023 6156 7149,20003,
rec-1710-org,Ruby,Matthews,Never Married,White,05/22/1964,522-24-4837,89079.2,4385 7623 6156 7149,20003,864-937-4896
rec-1711-org,Carlin,Clarke,Married,White,09/25/1966,411-69-8636,35015.9,8552 3285 2685 2042,20022,346-517-4731
rec-1712-org,Jessica,Mccarthy,Married,White,11/05/1961,440-62-8821,34232.7,6937 5104 6067 8040,20018,785-314-8265
rec-1713-org,Joshua,Dixon,Married,Asian,09/18/1959,552-36-3171,89523.7,2206 8131 3445 2944,20001,910-912-9377
rec-1714-dup-0,Noah,Provan,Married,,09/05/1980,,,3003 8902 966 4054,20012,561-581-6409
rec-1714-org,Noah,Provan,Married,White,09/05/1980,118-37-8721,38080.3,3003 8902 9166 4054,20012,561-581-6409
rec-1715-org,Eden,Hearn,Never Married,White,06/26/1956,606-74-9867,26089.1,9484 6132 7231 6157,20005,248-681-3197
rec-1716-dup-0,Emiili,Ekan,Widowed,White,10/06/1964,499-60-7780,147338.3,4110 727 5876 3550,20010,
rec-1716-org,Emiily,Egan,Widowed,White,10/06/1964,499-60-7780,147338.3,4110 7274 5876 3550,20010,925-284-4117
rec-1717-org,Mystique,Novak,Married,Hispanic,09/04/1962,293-65-5927,98206.7,7011 9600 5822 8250,20013,478-893-4506
rec-1718-dup-0,Dylan,Stranger,,White,10/11/1985,593-41-8182,,0981 653 9599 9867,20016,
rec-1718-org,Dylan,Stranger,Married,White,10/11/1985,593-41-8182,166162.1,0981 6593 9599 9867,20016,763-005-1692
rec-1719-dup-0,Isabrella,Rid,Never Married,Black,07/29/1987,,58354.0,6330 010 2992 2940,20001,213-713-9363
rec-1719-org,Isabella,Reid,Never Married,Black,07/29/1987,685-99-5295,58354.0,6330 0810 2992 2940,20001,213-713-9363
rec-172-dup-0,Lewis,Rian,,,10/27/1972,396-81-8404,33790.0,2669 7634 806 0594,20018,484-639-1161
rec-172-org,Lewis,Ryan,Married,Black,10/27/1972,396-81-8404,33790.0,2669 7634 8906 0594,20018,484-639-1161
rec-1720-org,Emiily,Silo,Never Married,Hispanic,04/11/1952,330-81-2754,113403.1,9917 9551 7582 4825,20017,854-712-8590
rec-1721-org,Oliver,Bellchambers,Married,White,02/07/1964,057-24-0594,89326.9,5175 1743 6707 5835,20018,773-866-6256
rec-1722-dup-0,Elisha,Herpert,,White,01/01/1974,299-74-6732,20131.4,6404 8310 6447 37108,20017,
rec-1722-org,Elisha,Herbert,Never Married,White,01/01/1974,299-74-6732,20131.4,6404 8310 6447 3718,20017,347-024-2982
rec-1723-dup-0,Tynan,Wiseman,,,09/07/1982,,67069.6,9036 0120 1064 9094,20015,
rec-1723-org,Tynan,Wiseman,Married,Black,09/07/1982,284-05-4807,67069.6,9036 0120 1064 9094,20015,409-504-3635
rec-1724-org,Jesse,Hoffman,Married,White,12/07/1955,210-46-5953,83848.7,9495 3272 2056 6839,20022,520-325-4004
rec-1725-dup-0,Darsie,Couzens,Never Married,,04/03/1965,630-94-6068,,7296 270 6322 2557,20012,214-017-6903
rec-1725-org,Darcie,Couzens,Never Married,White,04/03/1965,630-94-6068,184732.4,7296 3270 6322 2557,20012,214-017-6903
rec-1726-org,Marianne,Coleman,Married,White,08/05/1969,140-46-4054,85023.4,9673 4300 5229 8108,20004,507-918-2786
rec-1727-dup-0,Marianne,Dennington,Never Married,White,06/27/1966,,,9056 6388 61416 6980,20013,
rec-1727-org,Marianne,Dennington,Never Married,White,06/27/1966,512-38-1398,59027.3,9056 6388 1416 6980,20013,947-414-2029
rec-1728-org,Brody,Jeffries,Never Married,White,07/22/1965,096-07-3970,94543.2,5595 2626 5699 7726,20003,661-185-6300
rec-1729-dup-0,Sophi,Bery,Married,White,12/03/1992,314-61-3882,61897.5,3304 29 06 8301 1188,20022,
rec-1729-org,Sophie,Berry,Married,White,12/03/1992,314-61-3882,61897.5,3304 2906 8301 1188,20022,424-041-7998
rec-173-org,Joshua,Campbell,Never Married,White,09/17/1957,269-43-3957,63579.4,5525 2037 6437 7051,20006,609-302-5665
rec-1730-org,Thomas,Drechsler,Never Married,White,05/07/1963,705-32-1848,72127.9,1937 0838 6251 7865,20003,562-258-9575
rec-1731-org,Mitchell,Paterson,Married,Hispanic,08/26/1965,053-78-5470,20434.4,2851 1176 0363 6868,20018,571-569-2980
rec-1732-org,Thomas,Mounce,Divorced,Black,06/25/1963,462-28-3391,54751.4,8445 5136 6135 1761,20003,716-784-8652
rec-1733-dup-0,Molly,Zordan,Never Married,White,07/26/1996,,,7353 9250 332 0246,20016,
rec-1733-org,Molly,Zordan,Never Married,White,07/26/1996,076-43-3447,34154.2,7353 9250 3332 0246,20016,650-648-4325
rec-1734-org,Edward,Wiseman,Married,Asian,10/18/1983,691-66-3432,48691.3,7410 4616 4682 7876,20010,440-672-1208
rec-1735-dup-0,Rosi,Paterzon,Married,,06/03/1996,051-21-3004,21751.2,9330 8699 8393 6233,20008,
rec-1735-org,Rosie,Paterson,Married,White,06/03/1996,051-21-3004,21751.2,9330 8699 8393 6233,20008,478-303-1320
rec-1736-org,Tarshya,Matthews,Married,White,12/29/1994,395-42-0638,79482.3,3637 0275 9175 3128,20015,518-575-7774
rec-1737-dup-0,Lucy,Bager,Married,,08/22/1953,225-12-1867,59219.0,3049 57273 0811 1113,20017,
rec-1737-org,Lucy,Badger,Married,White,08/22/1953,225-12-1867,59219.0,3049 7273 0811 1113,20017,402-472-4209
rec-1738-org,Connor,Versteegen,Divorced,Hispanic,07/05/1950,451-06-1063,57259.5,2851 5140 3342 1068,20003,217-537-8012
rec-1739-org,Kailey,Ryan,Divorced,White,05/12/1991,355-87-1546,144470.0,9404 3164 2299 0694,20001,305-403-1281
rec-174-org,Tarnia,Goldsworthy,Married,White,06/20/1990,692-89-7921,72676.0,6029 8941 8955 5097,20019,870-263-1521
rec-1740-dup-0,Hayden,Portellos,,White,11/30/1973,519-91-8561,,4843 304 2764 8089,20009,
rec-1740-org,Hayden,Portellos,Married,White,11/30/1973,519-91-8561,41909.4,4843 3084 2764 8089,20009,904-422-7632
rec-1741-dup-0,Jasper,Campbel,,White,01/25/1967,023-97-7602,,9306 4646 23424944,20015,586-897-5704
rec-1741-org,Jasper,Campbell,Never Married,White,01/25/1967,023-97-7602,24479.8,9306 4646 2342 4944,20015,586-897-5704
rec-1742-org,Logan,Campbell,Married,White,12/24/1951,040-01-4481,94603.2,0738 9679 0305 4550,20017,925-265-5828
rec-1743-org,Annabelle,Campbell,Married,White,08/26/1977,433-73-0263,31621.9,1263 4905 4960 9376,20019,956-978-7715
rec-1744-org,Blake,Jeffries,Married,White,02/13/1960,409-55-9871,27550.2,4279 9046 0806 2136,20004,848-956-6312
rec-1745-dup-0,Hannah,Leame,,,07/15/1975,003-77-0819,,7189 8735 1108 4036,20012,808-244-0819
rec-1745-org,Hannah,Leane,Never Married,White,07/15/1975,003-77-0819,44515.8,7189 8735 1108 4036,20012,808-244-0819
rec-1746-org,Maya,Green,Married,Black,09/11/1991,441-07-9182,129237.8,4360 8158 3991 1404,20002,301-407-1771
rec-1747-org,Ashleigh,Mezzomo,Never Married,White,05/24/1974,294-25-6223,67969.2,0645 9456 2150 1040,20001,380-444-6610
rec-1748-org,Laura,Croker,Married,Others,09/22/1987,640-96-6165,39761.8,9315 5302 9876 0352,20007,706-482-9751
rec-1749-org,Victoria,Cute,Married,White,08/24/1964,259-46-0980,80406.8,4345 9468 6267 1336,20012,615-273-5898
rec-175-org,Callie,Seychell,Widowed,White,11/22/1965,670-65-2956,85264.0,1724 3916 1534 5129,20022,908-653-4643
rec-1750-dup-0,Lauren,Blacckwell,,White,06/21/1978,622-54-1928,90382.7,9583 3368 14176081,20020,
rec-1750-org,Lauren,Blackwell,Divorced,White,06/21/1978,622-54-1928,90382.7,9583 3368 1417 6081,20020,702-393-4898
rec-1751-dup-0,Jozhua,Lowe,,Black,05/25/1985,016-64-2202,,5212 3267 7318 015,20009,239-277-2014
rec-1751-org,Joshua,Lowe,Never Married,Black,05/25/1985,016-64-2202,30219.8,5212 3267 7318 0125,20009,239-277-2014
rec-1752-org,Finn,Rundle,Never Married,Black,01/29/1996,723-14-6008,48870.0,3411 9959 3115 8090,20005,423-895-0858
rec-1753-org,Jorja,Haack,Never Married,Asian,03/02/1972,325-77-2469,95350.6,4998 8148 8269 9270,20013,513-886-4675
rec-1754-org,William,Quinton,Never Married,Asian,02/19/1968,657-90-1693,153474.3,6382 1655 6853 0186,20018,712-206-4587
rec-1755-org,Lachlan,Zimmermann,Married,White,02/17/1991,728-81-2651,79415.3,5699 6336 6176 0989,20022,559-999-6752
rec-1756-org,Jack,Camp,Never Married,White,06/02/1970,064-18-3540,27990.5,8495 0571 5867 6380,20006,978-642-0511
rec-1757-dup-0,Kiafa,Nobl,Married,White,10/28/1955,,,9809 1671 4736 2683,20019,715-942-2495
rec-1757-org,Kiara,Noble,Married,White,10/28/1955,545-96-2971,63796.3,9809 1671 4736 2683,20019,715-942-2495
rec-1758-org,Kaitlin,Sherriff,Widowed,Black,04/18/1953,021-11-1049,97825.6,0254 6128 9363 7595,20006,414-952-8946
rec-1759-org,Isabella,Mccarthy,Married,White,03/23/1969,503-74-0306,91967.4,8436 6469 8783 1891,20018,870-738-9822
rec-176-org,Charlie,Beattie,Never Married,White,12/19/1959,286-78-8935,72612.1,7951 5851 4658 3213,20017,208-387-4512
rec-1760-org,Larissa,Fitzpatrick,Married,White,01/22/1993,718-19-2898,115578.2,9970 8984 5494 1521,20012,657-033-1263
rec-1761-org,Jayden,Frew,Married,White,07/04/1966,114-93-6646,12618.8,8905 3208 9397 9863,20013,609-545-6297
rec-1762-org,Ned,Posnakidis,Married,White,07/12/1978,246-06-9992,75669.7,1204 7894 2185 3980,20020,606-109-1363
rec-1763-org,Nathan,Campbell,Married,White,07/17/1962,476-15-7726,40563.0,2454 6722 7446 2532,20011,309-884-0902
rec-1764-org,Molly,Nappo,Widowed,White,08/11/1957,456-99-1051,64489.9,7887 3704 2941 3376,20008,860-142-8481
rec-1765-org,Izaac,Zappulla,Married,White,02/07/1992,273-59-9532,64442.2,1324 3736 8553 7560,20012,714-547-5734
rec-1766-dup-0,Jack,Bijhop,Married,,06/19/1986,381-03-6940,112901.4,8237 3730 009 7041,20004,
rec-1766-org,Jack,Bishop,Married,White,06/19/1986,381-03-6940,112901.4,8237 3730 0091 7041,20004,714-752-0293
rec-1767-dup-0,Celsea,Le messurieah,Never Married,,05/30/1968,365-01-8949,53098.7,6330 1273 0645 9892,20012,
rec-1767-org,Chelsea,Le messurier,Never Married,White,05/30/1968,365-01-8949,53098.7,6330 1273 0645 9892,20012,606-774-4520
rec-1768-dup-0,Jema,Walpol,Never Married,,09/20/1976,,90702.7,4752 1164 9345 4469,20001,860-656-8088
rec-1768-org,Jemma,Walpole,Never Married,Black,09/20/1976,424-07-6204,90702.7,4752 1164 9345 4469,20001,860-656-8088
rec-1769-dup-0,Tommy,Beahry,Never Married,White,02/24/1976,025-10-5673,,5895 1813 3934 73826,20005,
rec-1769-org,Tommy,Berry,Never Married,White,02/24/1976,025-10-5673,63634.7,5895 1813 3934 7826,20005,607-932-7190
rec-177-org,Georgia,Beams,Divorced,Asian,12/15/1958,042-74-8028,89658.9,4779 4401 9650 4608,20018,478-636-5928
rec-1770-org,Maggie,Lamprey,Married,Black,05/28/1994,720-03-0920,137602.7,2367 2317 8175 7509,20022,812-171-5385
rec-1771-org,Zane,Bishop,Married,Hispanic,04/26/1973,469-85-0147,93489.8,4334 1007 0299 6383,20002,508-342-5137
rec-1772-org,Sophie,Wheatley,Married,White,09/08/1959,041-23-1692,66974.4,3548 2420 9251 2529,20005,878-314-5868
rec-1773-org,Felicity,Mason,Married,Asian,07/02/1966,249-76-6249,133595.3,3234 9629 5947 3084,20022,409-239-9774
rec-1774-org,Lewis,White,Married,White,11/30/1958,703-84-4211,75277.3,8088 0779 0738 5377,20009,727-563-7233
rec-1775-dup-0,Adrew,Borgmeyer,Married,Hispanic,10/07/1988,494-31-9419,,6224 226 2169 9146,20018,
rec-1775-org,Andrew,Borgmeyer,Married,Hispanic,10/07/1988,494-31-9419,40850.9,6224 2026 2169 9146,20018,307-402-3948
rec-1776-org,Jake,Matthews,Never Married,Hispanic,06/18/1962,452-53-9633,13967.9,6192 1584 1055 3399,20018,252-181-8798
rec-1777-org,Taylah,Stroeh,Never Married,White,06/17/1970,536-52-3167,83310.9,4366 2262 7696 8494,20005,239-951-3452
rec-1778-dup-0,Hufo,Bevij,Widowed,Hispanic,01/17/1979,675-08-4390,,22071 5566 3605 9351,20013,717-685-8013
rec-1778-org,Hugo,Bevis,Widowed,Hispanic,01/17/1979,675-08-4390,41187.3,2201 5566 3605 9351,20013,717-685-8013
rec-1779-org,Shane,Dunnicliff,Married,Hispanic,06/27/1993,485-63-3134,89870.0,0701 8012 3341 4613,20004,530-345-7670
rec-178-dup-0,Micael,Blackw3ll,,White,03/11/1970,152-25-6769,58045.1,6054 7666 0080 44262,20020,970-145-9171
rec-178-org,Michael,Blackwell,Divorced,White,03/11/1970,152-25-6769,58045.1,6054 7666 0080 4262,20020,970-145-9171
rec-1780-org,Brooklyn,Large,Divorced,American Indian-Alaska Native,08/21/1954,056-18-5540,324167.8,7522 0036 0850 5214,20016,334-296-1194
rec-1781-org,Alexandra,Southgate,Married,White,03/21/1987,462-36-2481,36360.5,6787 3525 6262 9532,20002,872-473-9627
rec-1782-dup-0,Dylan,Tyerkan,,Black,03/07/1978,524-97-0233,,5630 73238 5329 2524,20001,435-200-2397
rec-1782-org,Dylan,Tyerman,Divorced,Black,03/07/1978,524-97-0233,152999.5,5630 7328 5329 2524,20001,435-200-2397
rec-1783-org,William,Hewson,Never Married,White,05/13/1977,426-67-5327,29712.3,9076 3710 5079 0803,20017,410-341-6250
rec-1784-dup-0,Aidan,Budt,Never Married,,11/04/1986,,269418.7,3346 274 4247 1529,20016,406-034-6096
rec-1784-org,Aidan,Butt,Never Married,Asian,11/04/1986,396-16-0558,269418.7,3346 2740 4247 1529,20016,406-034-6096
rec-1785-dup-0,Haydem,Nguyen,Married,,05/01/1967,648-86-7395,,6263 7512 2441 48446,20018,854-273-1353
rec-1785-org,Hayden,Nguyen,Married,Hispanic,05/01/1967,648-86-7395,99768.0,6263 7512 2441 4844,20018,854-273-1353
rec-1786-org,Hari,Sedgwick,Married,Black,07/06/1958,286-13-2199,51416.9,7525 4461 7940 7783,20002,959-116-6877
rec-1787-dup-0,Fyn,Webb,,White,03/23/1965,,,7680 1846 4857 3765,20022,856-765-3329
rec-1787-org,Fynn,Webb,Married,White,03/23/1965,270-99-3930,30524.5,7680 1846 4857 3765,20022,856-765-3329
rec-1788-org,Hana,Petersen,Never Married,White,08/26/1988,364-24-5240,30875.5,8048 8137 9792 6057,20018,781-100-8049
rec-1789-org,Nicholas,Leung,Never Married,White,01/22/1953,255-56-2148,21246.2,3758 4438 7041 6956,20018,517-231-2124
rec-179-dup-0,Chloe,Bellchambeahs,Married,,07/04/1947,,46344.9,6709 2369 6953 3660,20017,
rec-179-org,Chloe,Bellchambers,Married,White,07/04/1947,397-56-0616,46344.9,6709 2369 6953 3660,20017,660-366-1990
rec-1790-dup-0,Ashli,Canpbell,Never Married,White,04/02/1956,153-54-6109,,4969 038 3277 1025,20010,848-313-9577
rec-1790-org,Ashlie,Campbell,Never Married,White,04/02/1956,153-54-6109,307530.3,4969 0380 3277 1025,20010,848-313-9577
rec-1791-dup-0,Abbey,Webb,,White,04/10/1960,,83050.1,5479 039 0109 0514,20009,
rec-1791-org,Abbey,Webb,Widowed,White,04/10/1960,093-91-0131,83050.1,5479 0329 0109 0514,20009,801-330-1011
rec-1792-org,Pace,Bischelberger,Divorced,Black,04/02/1992,412-93-1492,181483.1,6516 9402 4854 3467,20019,810-405-7268
rec-1793-org,Daniel,Campbell,Divorced,Black,02/21/1971,217-76-1625,36647.1,2453 2328 1732 0515,20009,786-217-8037
rec-1794-org,Callum,White,Widowed,White,02/11/1983,603-40-7165,119712.2,0841 5992 8543 6080,20022,315-487-1638
rec-1795-org,Hayden,Hirsinger,Married,Asian,08/04/1963,058-80-5511,83935.9,4840 4236 3969 8442,20005,228-138-6770
rec-1796-org,William,White,Married,White,12/09/1984,156-40-8742,99773.8,1592 5126 7571 9437,20012,214-127-2306
rec-1797-dup-0,Lucaj,Priest,Married,,07/11/1981,557-14-4028,43916.1,6479 8404 897 4765,20018,
rec-1797-org,Lucas,Priest,Married,White,07/11/1981,557-14-4028,43916.1,6479 8404 8971 4765,20018,573-675-7953
rec-1798-dup-0,Zack,Clarlce,Married,,05/26/1995,636-44-5893,24242.5,8081 5560 087 0769,20015,
rec-1798-org,Zack,Clarke,Married,White,05/26/1995,636-44-5893,24242.5,8081 5560 0087 0769,20015,415-106-5569
rec-1799-dup-0,Lara,Noack,,White,10/12/1990,,,3449 22591 7036 4766,20012,206-388-5570
rec-1799-org,Lara,Noack,Divorced,White,10/12/1990,189-02-2990,99601.0,3449 2259 7036 4766,20012,206-388-5570
rec-180-org,Brodie,Clarke,Widowed,White,10/15/1997,315-83-1983,50704.7,3213 6191 9212 5990,20020,206-563-4522
rec-1800-dup-0,Caleb,Taubers,,,05/16/1993,420-37-9505,,4696 4626 035 8193,20004,402-695-0884
rec-1800-org,Caleb,Taubers,Never Married,White,05/16/1993,420-37-9505,49227.1,4696 4626 1035 8193,20004,402-695-0884
rec-1801-org,Harley,Lund,Never Married,Hispanic,08/17/1977,164-62-8645,81186.2,3418 0271 8451 8642,20004,580-756-1668
rec-1802-org,Daniella,Drechsler,Married,White,09/08/1968,028-30-9565,77488.4,3848 7186 0479 2701,20009,757-354-0770
rec-1803-dup-0,Jasmine,Bailli,Never Married,White,01/18/1980,,41940.1,8014 9056 6809 59414,20012,
rec-1803-org,Jasmine,Baillie,Never Married,White,01/18/1980,137-24-1008,41940.1,8014 9056 6809 5414,20012,518-534-2381
rec-1804-org,Melinda,Orchard,Never Married,Black,03/09/1978,677-56-4629,13000.4,2633 2141 4877 0477,20017,347-272-4713
rec-1805-org,Benjamin,Struck,Divorced,White,09/26/1986,672-46-8119,66164.0,2828 8053 5244 1474,20013,585-803-2880
rec-1806-org,Josephine,Maliphongs,Never Married,White,10/18/1961,338-37-1490,56422.4,4773 0494 7850 9205,20008,406-275-8250
rec-1807-dup-0,Kle,Conrick,Never Married,White,02/19/1992,,,2536 78016 5412 3097,20002,754-005-1800
rec-1807-org,Kyle,Conrick,Never Married,White,02/19/1992,329-18-3574,89413.5,2536 7016 5412 3097,20002,754-005-1800
rec-1808-dup-0,Charlotte,Blackwell,Married,,10/28/1993,,,003 2 2499 6526 0418,20015,417-632-8040
